sort2,sort1,species,replicate,tag_ID,site,age,date,year,segment,node_below,node_above,plant_status,use_status,stem_weight,leaf_weight,root_weight,diameter_1,diameter_2,diameter_3,diameter_ave,total_stem_weight,total_leaf_weight,total_plant_weight,height,notes
2417,3170,BOLE,117,BOLE_117,Waratah2011,1.3,2-Nov-12,2012,2,1,2,alive,,,,,1.52,,,1.52,,,,,
417,1170,BOLE,117,BOLE_117,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,2446.5,2914.4,,3.33,3.24,3.44,3.34,3039.5,3799.6,6839.1,,
2418,3163,BOLE,117,BOLE_117,Waratah2011,1.3,2-Nov-12,2012,3,2,3,alive,,,,,,,,,,,,,
418,1163,BOLE,117,BOLE_117,Waratah2011,1.3,4-Jun-13,2013,3,2,3,alive,,593,885.2,,1.94,,,1.94,593,885.2,1478.2,,
2405,3168,BOLE,119,BOLE_119,Waratah2011,1.3,29-Jun-12,2012,1,0,1,alive,use,,,,0.96,,,0.96,,,,65,
405,1168,BOLE,119,BOLE_119,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,996.4,1539.8,,3.47,3.46,3.67,3.53,1268.9,2358.6,3627.5,240,"tagged at some point as BOLE 111 (113?) (second ind of that number), and censused during year, but no map"
2406,3152,BOLE,119,BOLE_119,Waratah2011,1.3,29-Jun-12,2012,1.2,1,9,alive,,,,,,,,,,,,,
406,1152,BOLE,119,BOLE_119,Waratah2011,1.3,4-Jun-13,2013,1.2,1,9,alive,,71.9,275.1,,1.18,,,1.18,71.9,275.1,347,,"tagged at some point as BOLE 111 (113?) (second ind of that number), and censused during year, but no map"
2407,3169,BOLE,119,BOLE_119,Waratah2011,1.3,29-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,
407,1169,BOLE,119,BOLE_119,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,200.6,543.7,,1.59,,,1.59,200.6,543.7,744.3,,"tagged at some point as BOLE 111 (113?) (second ind of that number), and censused during year, but no map"
2427,3542,xx,103,COER_103,Waratah2011,1.3,9-Aug-12,2012,1,0,1,alive,do_not_use,,,,0.77,,,0.77,,,,,
427,1542,xx,103,COER_103,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,do_not_use,31,7.4,,0.98,1.01,1.05,1.01,64.7,141.1,205.8,113,"bag says COER, but different species"
2429,3157,xx,104,COER_104,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,do_not_use,,,,0.82,,,0.82,,,,42,
429,1157,xx,104,COER_104,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,do_not_use,27.6,31.4,,1.11,1.14,1.07,1.11,36.2,83.7,119.9,61,not COER
2430,3467,xx,104,COER_104,Waratah2011,1.3,4-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
430,1467,xx,104,COER_104,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,8.6,52.3,,0.74,,,0.74,8.6,52.3,60.9,,not COER
2431,,xx,111,COER_111,Waratah2011,1.3,15-Jun-12,2012,1,0,1,alive,do_not_use,,,,1.03,,,1.03,,,,,
431,,xx,111,COER_111,Waratah2011,1.3,13-Jun-13,2013,1,0,1,alive,do_not_use,91.2,160.2,,1.33,1.44,1.32,1.36,96,187.8,283.8,82,"bag says COER, but different species"
2432,,xx,111,COER_111,Waratah2011,1.3,15-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,
432,,xx,111,COER_111,Waratah2011,1.3,13-Jun-13,2013,2,1,2,alive,,4.8,27.6,,0.65,,,0.65,4.8,27.6,32.4,,"bag says COER, but different species"
2433,,xx,112,COER_112,Waratah2011,1.3,15-Jun-12,2012,1,0,1,alive,do_not_use,,,,1.23,,,1.23,,,,,
433,,xx,112,COER_112,Waratah2011,1.3,13-Jun-13,2013,1,0,1,alive,do_not_use,353.7,542.8,,1.82,2.05,1.97,1.95,416.9,714.7,1131.6,280,"bag says COER, but different species"
2434,,xx,112,COER_112,Waratah2011,1.3,15-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,
434,,xx,112,COER_112,Waratah2011,1.3,13-Jun-13,2013,2,1,2,alive,,63.2,171.9,,0.95,,,0.95,63.2,171.9,235.1,,"bag says COER, but different species"
2435,,xx,115,COER_115,Waratah2011,1.3,2-Nov-12,2012,1,0,1,alive,do_not_use,,,,1.17,,,1.17,,,,,
435,,xx,115,COER_115,Waratah2011,1.3,13-Jun-13,2013,1,0,1,alive,do_not_use,422.1,858.6,,2.2,2.38,2.16,2.25,511.2,1185.4,1696.6,190,"bag says COER, but different species"
2436,,xx,115,COER_115,Waratah2011,1.3,2-Nov-12,2012,2,1,2,alive,,,,,,,,,,,,,
436,,xx,115,COER_115,Waratah2011,1.3,13-Jun-13,2013,2,1,2,alive,,89.1,326.8,,1.11,,,1.11,89.1,326.8,415.9,,"bag says COER, but different species"
,,COER,160,COER_160,Waratah2011,1.3,21-Jan-14,2013,1,0,1,dead,do_not_use,79.3,227.4,,1.21,1.29,,,,,,135,130 mm lvs
2437,3479,EPMI,101,EPMI_101,Waratah2011,1.3,15-Jun-12,2012,1,0,1,alive,use,,,,0.67,,,0.67,,,,57,
437,1479,EPMI,101,EPMI_101,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,103.3,121.4,,1.86,1.88,1.87,1.87,213.1,350,563.1,192,
2438,3167,EPMI,101,EPMI_101,Waratah2011,1.3,15-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,
438,1167,EPMI,101,EPMI_101,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,109.8,228.6,,1.34,,,1.34,109.8,228.6,338.4,,
2439,3164,EPMI,102,EPMI_102,Waratah2011,1.3,15-Jun-12,2012,1,0,1,alive,use,,,,0.56,,,0.56,,,,48,
439,1164,EPMI,102,EPMI_102,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,83.6,82.4,,1.07,1.12,1.08,1.09,101.7,137.4,239.1,132,
2440,3166,EPMI,102,EPMI_102,Waratah2011,1.3,15-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,
440,1166,EPMI,102,EPMI_102,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,18.1,55,,0.79,,,0.79,18.1,55,73.1,,
2441,,EPMI,104,EPMI_104,Waratah2011,1.3,15-Jun-12,2012,1,0,1,alive,use,,,,0.64,,,0.64,,,,47,
441,,EPMI,104,EPMI_104,Waratah2011,1.3,13-Jun-13,2013,1,0,1,alive,use,26.2,10,,1.05,1,1.05,1.03,58.7,112.7,171.4,157,
2442,,EPMI,104,EPMI_104,Waratah2011,1.3,15-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,
442,,EPMI,104,EPMI_104,Waratah2011,1.3,13-Jun-13,2013,2,1,2,alive,,32.5,102.7,,0.81,,,0.81,32.5,102.7,135.2,,
2443,,EPMI,105,EPMI_105,Waratah2011,1.3,15-Jun-12,2012,1,0,1,alive,use,,,,0.62,,,0.62,,,,52,
443,,EPMI,105,EPMI_105,Waratah2011,1.3,13-Jun-13,2013,1,0,1,alive,use,34.8,41.7,,1.01,1.04,0.99,1.01,62.3,132.6,194.9,153,
2444,,EPMI,105,EPMI_105,Waratah2011,1.3,15-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,
444,,EPMI,105,EPMI_105,Waratah2011,1.3,13-Jun-13,2013,2,1,2,alive,,27.5,90.9,,0.86,,,0.86,27.5,90.9,118.4,,
2445,3148,EPMI,106,EPMI_106,Waratah2011,1.3,15-Jun-12,2012,1,0,1,alive,use,,,,0.32,,,0.32,,,,28,
445,1148,EPMI,106,EPMI_106,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,72.6,109.1,,1.08,1.02,1.13,1.08,101.8,161.6,263.4,154,
2446,3151,EPMI,106,EPMI_106,Waratah2011,1.3,15-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,
446,1151,EPMI,106,EPMI_106,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,29.2,52.5,,0.68,,,0.68,29.2,52.5,81.7,,
2447,3486,EPMI,108,EPMI_108,Waratah2011,1.3,29-Jun-12,2012,1,0,1,alive,use,,,,0.73,,,0.73,,,,44,
447,1486,EPMI,108,EPMI_108,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,73.9,60.8,,1.71,1.82,1.69,1.74,168.1,237.9,406,128,
2448,3488,EPMI,108,EPMI_108,Waratah2011,1.3,29-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,
448,1488,EPMI,108,EPMI_108,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,60.2,113.8,,1.29,,,1.29,94.2,177.1,271.3,,
2449,3143,EPMI,108,EPMI_108,Waratah2011,1.3,29-Jun-12,2012,3,2,3,alive,,,,,,,,,,,,,
449,1143,EPMI,108,EPMI_108,Waratah2011,1.3,4-Jun-13,2013,3,2,3,alive,,34,63.3,,1.1,,,1.1,34,63.3,97.3,,
2450,3142,EPMI,109,EPMI_109,Waratah2011,1.3,2-Nov-12,2012,1,0,1,alive,use,,,,0.68,0.65,,0.67,,,,60,
450,1142,EPMI,109,EPMI_109,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,54.2,33.9,,1.34,1.35,1.35,1.35,138.2,171.2,309.4,242,
2451,3482,EPMI,109,EPMI_109,Waratah2011,1.3,2-Nov-12,2012,2,1,2,alive,,,,,,,,,,,,,
451,1482,EPMI,109,EPMI_109,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,84,137.3,,1.05,,,1.05,84,137.3,221.3,,
2530,3480,EPMI,111,EPMI_111,Waratah2011,1.3,3-May-12,2012,1,0,1,alive,do_not_use,,,,,,,,,,,13,"bag says LEMC, but EPMI; previously LEMC_101"
530,1480,EPMI,111,EPMI_111,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,do_not_use,37.3,75.7,,1.05,0.97,1.01,1.01,37.3,75.7,113,121,"bag says LEMC, but EPMI; previously LEMC_101"
2531,3539,EPMI,112,EPMI_112,Waratah2011,1.3,3-May-12,2012,1,0,1,alive,do_not_use,,,,,,,,,,,35,"bag says LEMC, but EPMI; previously LEMC_102"
531,1539,EPMI,112,EPMI_112,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,do_not_use,37.9,4.6,,1.44,1.42,1.51,1.46,138.1,170.3,308.4,232,"bag says LEMC, but EPMI; previously LEMC_102"
2532,3476,EPMI,112,EPMI_112,Waratah2011,1.3,3-May-12,2012,2,1,2,alive,,,,,,,,,,,,,"bag says LEMC, but EPMI; previously LEMC_102"
532,1476,EPMI,112,EPMI_112,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,100.2,165.7,,1.21,,,1.21,100.2,165.7,265.9,,"bag says LEMC, but EPMI; previously LEMC_102"
2533,3473,EPMI,113,EPMI_113,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,do_not_use,,,,,,,,,,,43,"bag says LEMC, but EPMI; previously LEMC_103"
533,1473,EPMI,113,EPMI_113,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,do_not_use,197.4,213.7,,2.05,2.18,2.33,2.19,301,353.5,654.5,212,"bag says LEMC, but EPMI; previously LEMC_103"
2534,3475,EPMI,113,EPMI_113,Waratah2011,1.3,4-May-12,2012,1.2,1,9,alive,,,,,,,,,,,,,"bag says LEMC, but EPMI; previously LEMC_103"
534,1475,EPMI,113,EPMI_113,Waratah2011,1.3,4-Jun-13,2013,1.2,1,9,alive,,5.5,16.9,,0.44,,,0.44,5.5,16.9,22.4,,"bag says LEMC, but EPMI; previously LEMC_103"
2535,3470,EPMI,113,EPMI_113,Waratah2011,1.3,4-May-12,2012,2,1,2,alive,,,,,,,,,,,,,"bag says LEMC, but EPMI; previously LEMC_103"
535,1470,EPMI,113,EPMI_113,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,98.1,122.9,,1.28,,,1.28,98.1,122.9,221,,"bag says LEMC, but EPMI; previously LEMC_103"
2529,,EPMI,116,EPMI_116,Waratah2011,1.3,9-Aug-12,2012,1,0,1,alive,do_not_use,,,,,,,,,,,35,"bag says LEES, but EPMI; previouos called LEES_116"
529,,EPMI,116,EPMI_116,Waratah2011,1.3,13-Jun-13,2013,1,0,1,alive,do_not_use,31.2,66.1,,0.7,0.72,0.71,0.71,31.2,66.1,97.3,117,"bag says LEES, but EPMI; previouos called LEES_116"
,,GRBU,155,GRBU_155,Waratah2011,1.3,21-Jan-14,2013,1,0,1,dead,do_not_use,1440.6,2256,,3.77,3.78,3.8,,,,,290,extended length = 415
2465,,GRSP,101,GRSP_101,Waratah2011,1.3,3-May-12,2012,1,0,1,alive,use,,,,1.43,,,1.43,,,,98,
465,,GRSP,101,GRSP_101,Waratah2011,1.3,31-May-13,2013,1,0,1,alive,use,461,1174.1,,2.77,2.98,2.89,2.88,623.6,1824.3,2447.9,240,
2466,,GRSP,101,GRSP_101,Waratah2011,1.3,3-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
466,,GRSP,101,GRSP_101,Waratah2011,1.3,31-May-13,2013,2,1,2,alive,,162.6,650.2,,1.58,,,1.58,162.6,650.2,812.8,,
2467,,GRSP,102,GRSP_102,Waratah2011,1.3,3-May-12,2012,1,0,1,alive,use,,,,1.41,,,1.41,,,,100,
467,,GRSP,102,GRSP_102,Waratah2011,1.3,31-May-13,2013,1,0,1,alive,use,284.7,560.7,,2.28,2.34,2.28,2.3,357,995.1,1352.1,188,
2468,,GRSP,102,GRSP_102,Waratah2011,1.3,3-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
468,,GRSP,102,GRSP_102,Waratah2011,1.3,31-May-13,2013,2,1,2,alive,,72.3,434.4,,1.12,,,1.12,72.3,434.4,506.7,,
2469,,GRSP,103,GRSP_103,Waratah2011,1.3,3-May-12,2012,1,0,1,alive,use,,,,1.06,,,1.06,,,,110,
469,,GRSP,103,GRSP_103,Waratah2011,1.3,31-May-13,2013,1,0,1,alive,use,600.2,1049,,2.67,2.82,2.93,2.81,873.7,2042.1,2915.8,310,
2470,,GRSP,103,GRSP_103,Waratah2011,1.3,3-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
470,,GRSP,103,GRSP_103,Waratah2011,1.3,31-May-13,2013,2,1,2,alive,,273.5,993.1,,1.45,,,1.45,273.5,993.1,1266.6,,
471,,GRSP,103,GRSP_103,Waratah2011,1.3,31-May-13,2013,shed,,,alive,,5.7,,,,,,,,,,,
2472,,GRSP,104,GRSP_104,Waratah2011,1.3,3-May-12,2012,1,0,1,alive,use,,,,1.43,,,1.43,,,,97,
472,,GRSP,104,GRSP_104,Waratah2011,1.3,31-May-13,2013,1,0,1,alive,use,998.1,2624.5,,3.29,3.4,3.56,3.42,1231.1,3458.6,4689.7,325,
2473,,GRSP,104,GRSP_104,Waratah2011,1.3,3-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
473,,GRSP,104,GRSP_104,Waratah2011,1.3,31-May-13,2013,2,1,2,alive,,233,834.1,,1.45,,,1.45,233,834.1,1067.1,,
2474,,GRSP,105,GRSP_105,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,use,,,,1.71,,,1.71,,,,203,
474,,GRSP,105,GRSP_105,Waratah2011,1.3,31-May-13,2013,1,0,1,alive,use,5900,8540,,6.84,6.72,6.76,6.77,7162.6,10523.3,17685.9,480,
2475,,GRSP,105,GRSP_105,Waratah2011,1.3,4-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
475,,GRSP,105,GRSP_105,Waratah2011,1.3,31-May-13,2013,2,1,2,alive,,746.6,949.9,,2.99,,,2.99,1262.6,1983.3,3245.9,,
2476,,GRSP,105,GRSP_105,Waratah2011,1.3,4-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
476,,GRSP,105,GRSP_105,Waratah2011,1.3,31-May-13,2013,3,2,3,alive,,516,1033.4,,1.79,,,1.79,516,1033.4,1549.4,,
2477,3162,GRSP,106,GRSP_106,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,use,,,,2.25,,,2.25,,,,225,
477,1162,GRSP,106,GRSP_106,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,5260,4600,,8.12,7.8,8.21,8.04,10196.8,13381.7,23578.5,580,
2478,3171,GRSP,106,GRSP_106,Waratah2011,1.3,4-May-12,2012,2,1,2,alive,,,,,0.92,,,0.92,,,,,
478,1171,GRSP,106,GRSP_106,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,3460,5700,,4.43,,,4.43,4936.8,8781.7,13718.5,,
2479,3173,GRSP,106,GRSP_106,Waratah2011,1.3,4-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
479,1173,GRSP,106,GRSP_106,Waratah2011,1.3,4-Jun-13,2013,3,2,3,alive,,317.4,835.3,,1.49,,,1.49,317.4,835.3,1152.7,,
2480,3174,GRSP,106,GRSP_106,Waratah2011,1.3,4-May-12,2012,1.1.2,2,13,alive,,,,,,,,,,,,,
480,1174,GRSP,106,GRSP_106,Waratah2011,1.3,4-Jun-13,2013,1.1.2,2,13,alive,,1159.4,2246.4,,2.23,,,2.23,1159.4,2246.4,3405.8,,
2481,,GRSP,107,GRSP_107,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,use,,,,1.99,,,1.99,,,,243,
481,,GRSP,107,GRSP_107,Waratah2011,1.3,31-May-13,2013,1,0,1,alive,use,8060,3415.3,,8.13,8.01,7.79,7.98,8614.6,4112,12726.6,375,
2482,,GRSP,107,GRSP_107,Waratah2011,1.3,4-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
482,,GRSP,107,GRSP_107,Waratah2011,1.3,31-May-13,2013,2,1,2,alive,,554.6,696.7,,1.98,,,1.98,554.6,696.7,1251.3,,
2483,,GRSP,110,GRSP_110,Waratah2011,1.3,18-May-12,2012,1,0,1,alive,use,,,,1.45,,,1.45,,,,110,
483,,GRSP,110,GRSP_110,Waratah2011,1.3,31-May-13,2013,1,0,1,alive,use,707.5,1927.6,,2.76,2.89,2.78,2.81,978.8,2822.2,3801,260,
2484,,GRSP,110,GRSP_110,Waratah2011,1.3,18-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
484,,GRSP,110,GRSP_110,Waratah2011,1.3,31-May-13,2013,2,1,2,alive,,271.3,894.6,,1.62,,,1.62,271.3,894.6,1165.9,,
2452,3538,GRSP,111,GRSP_111,Waratah2011,1.3,29-Jun-12,2012,1,0,1,alive,use,,,,1.58,1.46,1.61,1.55,,,,127,previously GRBU_101
452,1538,GRSP,111,GRSP_111,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,560.1,1284.8,,3.01,2.89,3.09,3,934.8,2332.7,3267.5,355,previously GRBU_101
2453,3466,GRSP,111,GRSP_111,Waratah2011,1.3,29-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,previously GRBU_101
453,1466,GRSP,111,GRSP_111,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,217.8,547.3,,1.8,,,1.8,374.7,1047.9,1422.6,,previously GRBU_101
2454,3540,GRSP,111,GRSP_111,Waratah2011,1.3,29-Jun-12,2012,3,2,3,alive,,,,,,,,,,,,,previously GRBU_101
454,1540,GRSP,111,GRSP_111,Waratah2011,1.3,4-Jun-13,2013,3,2,3,alive,,156.9,500.6,,1.17,,,1.17,156.9,500.6,657.5,,previously GRBU_101
2455,3536,GRSP,112,GRSP_112,Waratah2011,1.3,29-Jun-12,2012,1,0,1,alive,use,,,,1.98,1.93,1.94,1.95,,,,165,previously GRBU_102
455,1536,GRSP,112,GRSP_112,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,1182.4,1424.1,,4.25,4.57,4.18,4.33,2288.7,4148.9,6437.6,360,previously GRBU_102
2456,3534,GRSP,112,GRSP_112,Waratah2011,1.3,29-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,previously GRBU_102
456,1534,GRSP,112,GRSP_112,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,717.8,1861.8,,2.39,,,2.39,1106.3,2724.8,3831.1,,previously GRBU_102
2457,3172,GRSP,112,GRSP_112,Waratah2011,1.3,29-Jun-12,2012,3,2,3,alive,,,,,,,,,,,,,previously GRBU_102
457,1172,GRSP,112,GRSP_112,Waratah2011,1.3,4-Jun-13,2013,3,2,3,alive,,388.5,863,,1.35,,,1.35,388.5,863,1251.5,,previously GRBU_102
2458,,GRSP,114,GRSP_114,Waratah2011,1.3,29-Jun-12,2012,1,0,1,alive,use,,,,2.27,2.21,2.21,2.23,,,,295,previously GRBU_104
458,,GRSP,114,GRSP_114,Waratah2011,1.3,13-Jun-13,2013,1,0,1,alive,use,6270,9880,,6.04,6.01,6.06,6.04,8190.7,13994.5,22185.2,530,previously GRBU_104
2459,,GRSP,114,GRSP_114,Waratah2011,1.3,29-Jun-12,2012,1.2,1,9,alive,,,,,1.37,,,1.37,,,,,previously GRBU_104
459,,GRSP,114,GRSP_114,Waratah2011,1.3,13-Jun-13,2013,1.2,1,9,alive,,824.3,1868.7,,2.42,,,2.42,824.3,1868.7,2693,,previously GRBU_104
2460,,GRSP,114,GRSP_114,Waratah2011,1.3,29-Jun-12,2012,2,1,2,alive,,,,,,,,,,,,,previously GRBU_104
460,,GRSP,114,GRSP_114,Waratah2011,1.3,13-Jun-13,2013,2,1,2,alive,,458.4,976.6,,2.3,,,2.3,1096.4,2245.8,3342.2,,previously GRBU_104
2461,,GRSP,114,GRSP_114,Waratah2011,1.3,29-Jun-12,2012,3,2,3,alive,,,,,,,,,,,,,previously GRBU_104
461,,GRSP,114,GRSP_114,Waratah2011,1.3,13-Jun-13,2013,3,2,3,alive,,638,1269.2,,1.71,,,1.71,638,1269.2,1907.2,,previously GRBU_104
2462,,GRSP,116,GRSP_116,Waratah2011,1.3,29-Jun-12,2012,1,0,1,alive,use,,,,1.87,1.85,1.95,1.89,,,,225,previously GRBU_106
462,,GRSP,116,GRSP_116,Waratah2011,1.3,13-Jun-13,2013,1,0,1,alive,use,3712,4127.7,,6.68,6.58,6.81,6.69,7768.4,11501.1,19269.5,405,previously GRBU_106
2463,,GRSP,116,GRSP_116,Waratah2011,1.3,29-Jun-12,2012,2,1,2,alive,,,,,1.42,,,1.42,,,,,previously GRBU_106
463,,GRSP,116,GRSP_116,Waratah2011,1.3,13-Jun-13,2013,2,1,2,alive,,3240,5990,,3.81,,,3.81,4056.4,7373.4,11429.8,,previously GRBU_106
2464,,GRSP,116,GRSP_116,Waratah2011,1.3,29-Jun-12,2012,3,2,3,alive,,,,,,,,,,,,,previously GRBU_106
464,,GRSP,116,GRSP_116,Waratah2011,1.3,13-Jun-13,2013,3,2,3,alive,,816.4,1383.4,,2.62,,,2.62,816.4,1383.4,2199.8,,previously GRBU_106
2485,,HATE,102,HATE_102,Waratah2011,1.3,4-May-12,2012,1,0,1,dead,do_not_use,,,,0.82,,,0.82,,,,,
485,,HATE,102,HATE_102,Waratah2011,1.3,31-May-13,2013,1,0,1,dead,do_not_use,90.5,11.7,,1.81,1.75,1.77,1.78,,,,,leaves are just broken leaf bases
2486,3147,HATE,103,HATE_103,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,use,,,,2.96,,,2.96,,,,215,
486,1147,HATE,103,HATE_103,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,3237.2,1812.8,,7.75,7.77,7.82,7.78,7853.5,17690.8,25544.3,490,
2487,3487,HATE,103,HATE_103,Waratah2011,1.3,4-May-12,2012,2,1,2,alive,,,,,1.87,,,1.87,,,,,
487,1487,HATE,103,HATE_103,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,4280,14170,,5.43,,,5.43,4616.3,15878,20494.3,,
2488,3541,HATE,103,HATE_103,Waratah2011,1.3,4-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
488,1541,HATE,103,HATE_103,Waratah2011,1.3,4-Jun-13,2013,3,2,3,alive,,336.3,1708,,2.58,,,2.58,336.3,1708,2044.3,,
2489,3484,HATE,104,HATE_104,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,use,,,,1.98,,,1.98,,,,141,
489,1484,HATE,104,HATE_104,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,832.5,882.2,,4.49,4.59,,4.54,1450.3,4267.2,5717.5,420,1a
2490,3483,HATE,104,HATE_104,Waratah2011,1.3,4-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
490,1483,HATE,104,HATE_104,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,218.9,963.5,,2.83,,,2.83,617.8,3385,4002.8,,
2491,3485,HATE,104,HATE_104,Waratah2011,1.3,4-May-12,2012,3,2,3,alive,,,,,,,,,,,,,
491,1485,HATE,104,HATE_104,Waratah2011,1.3,4-Jun-13,2013,3,2,3,alive,,398.9,2421.5,,2.2,,,2.2,398.9,2421.5,2820.4,,
2492,3478,HATE,105,HATE_105,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,use,,,,2.56,,,2.56,,,,155,
492,1478,HATE,105,HATE_105,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,1060.2,1276.5,,5.11,5.32,4.93,5.12,2271.7,5641.7,7913.4,660,
2493,3477,HATE,105,HATE_105,Waratah2011,1.3,4-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
493,1477,HATE,105,HATE_105,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,1211.5,4365.2,,3.52,,,3.52,1211.5,4365.2,5576.7,,
2494,3544,HATE,106,HATE_106,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,use,,,,1.83,,,1.83,,,,125,
494,1544,HATE,106,HATE_106,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,902.1,2020.2,,3.75,3.9,3.91,3.85,1637.5,4713.9,6351.4,460,
2495,3548,HATE,106,HATE_106,Waratah2011,1.3,4-May-12,2012,2,1,2,alive,,,,,0.98,,,0.98,,,,,
495,1548,HATE,106,HATE_106,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,735.4,2693.7,,2.89,,,2.89,735.4,2693.7,3429.1,,
2496,3490,HATE,107,HATE_107,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,use,,,,1.19,,,1.19,,,,80,
496,1490,HATE,107,HATE_107,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,292.2,233.5,,3.28,3.24,3.22,3.25,584,2465.7,3049.7,250,
2497,3489,HATE,107,HATE_107,Waratah2011,1.3,4-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
497,1489,HATE,107,HATE_107,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,291.8,2232.2,,2.38,,,2.38,291.8,2232.2,2524,,
2498,3481,HATE,108,HATE_108,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,use,,,,1.28,,,1.28,,,,135,
498,1481,HATE,108,HATE_108,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,886.9,763.5,,4.23,4.43,4.36,4.34,1810.7,5302.8,7113.5,535,
2499,3491,HATE,108,HATE_108,Waratah2011,1.3,4-May-12,2012,2,1,2,alive,,,,,,,,,,,,,
499,1491,HATE,108,HATE_108,Waratah2011,1.3,4-Jun-13,2013,2,1,2,alive,,923.8,4539.3,,2.72,,,2.72,923.8,4539.3,5463.1,,
2500,3154,HEPU,106,HEPU_106,Waratah2011,1.3,4-May-12,2012,1,0,1,alive,use,,,,0.89,,,0.89,,,,112,
500,1154,HEPU,106,HEPU_106,Waratah2011,1.3,4-Jun-13,2013,1,0,1,alive,use,2331.7,788,,4.74,4.95,4.78,4.82,4242.9,1842.4,6085.3,420,
2501,3158,HEPU,106,HEPU_106,Waratah2011,1.3,4-May-12,2012,1.2,1,9,alive,,,,,0.44,,,0.44,,,,,
