species,replicate,individual,site,age,date_tagged,mature,use_for_allocation_calculations,use_for_allometric_equations,reason
PELA,306,PELA_306,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PELA,308,PELA_308,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PELA,309,PELA_309,Wilunga2012,1.35,3-Oct-13,,FALSE,FALSE,
PELA,321,PELA_321,Wilunga2012,1.35,3-Sep-13,,TRUE,TRUE,
PELA,322,PELA_322,Wilunga2012,1.35,3-Sep-13,,TRUE,TRUE,
PELA,B-01,PELA_B-01,baby,0.1,22-Jan-14,,FALSE,TRUE,
PELA,B-02,PELA_B-02,baby,0.1,22-Jan-14,,FALSE,TRUE,
PELA,B-03,PELA_B-03,baby,0.1,22-Jan-14,,FALSE,TRUE,
PELA,B-05,PELA_B-05,baby,0.1,27-Jan-14,,FALSE,TRUE,
PELA,B-06,PELA_B-06,baby,0.1,27-Jan-14,,FALSE,TRUE,
PELA,B-07,PELA_B-07,baby,0.1,27-Jan-14,,FALSE,TRUE,
PEPU,151,PEPU_151,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PEPU,152,PEPU_152,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PEPU,153,PEPU_153,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PEPU,154,PEPU_154,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PEPU,155,PEPU_155,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PEPU,156,PEPU_156,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PEPU,157,PEPU_157,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
PEPU,158,PEPU_158,Waratah2011,1.4,20-Sep-13,,FALSE,FALSE,
PEPU,158,PEPU_158,Waratah2011,2.4,18-Jun-13,,FALSE,FALSE,
PEPU,301,PEPU_301,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
PEPU,302,PEPU_302,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
PEPU,303,PEPU_303,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
PEPU,305,PEPU_305,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
PEPU,307,PEPU_307,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
PEPU,310,PEPU_310,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PEPU,313,PEPU_313,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PEPU,313,PEPU_313b,Wilunga2012,1.35,28-Nov-13,,FALSE,FALSE,
PEPU,315,PEPU_315,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PEPU,B-01,PEPU_B-01,baby,0.1,28-Jun-13,,FALSE,TRUE,
PEPU,B-02,PEPU_B-02,baby,0.1,28-Jun-13,,FALSE,TRUE,
PEPU,B-03,PEPU_B-03,baby,0.1,28-Jun-13,,FALSE,TRUE,
PEPU,B-07,PEPU_B-07,baby,0.1,22-Jan-14,,FALSE,TRUE,
PEPU,B-08,PEPU_B-08,baby,0.1,22-Jan-14,,FALSE,TRUE,
PHPH,161,PHPH_161,Waratah2011,2.4,3-Sep-13,,TRUE,TRUE,
PHPH,162,PHPH_162,Waratah2011,2.4,3-Sep-13,,TRUE,TRUE,
PHPH,163,PHPH_163,Waratah2011,2.4,3-Sep-13,,TRUE,TRUE,
PHPH,164,PHPH_164,Waratah2011,2.4,3-Sep-13,,TRUE,TRUE,
PHPH,165,PHPH_165,Waratah2011,2.4,3-Sep-13,,TRUE,TRUE,
PHPH,166,PHPH_166,Waratah2011,2.4,3-Sep-13,,TRUE,TRUE,
PHPH,167,PHPH_167,Waratah2011,2.4,3-Sep-13,,FALSE,TRUE,
PILI,151,PILI_151,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PILI,152,PILI_152,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PILI,153,PILI_153,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
PILI,154,PILI_154,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
PILI,155,PILI_155,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
PILI,161,PILI_161,Waratah2011,2.4,3-Sep-13,,TRUE,TRUE,
PILI,303,PILI_303,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PILI,304,PILI_304,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PILI,305,PILI_305,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PILI,306,PILI_306,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PILI,310,PILI_310,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PILI,312,PILI_312,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PILI,313,PILI_313,Wilunga2012,1.35,28-Jun-13,,TRUE,TRUE,
PILI,316,PILI_316,Wilunga2012,1.35,28-Jun-13,,TRUE,TRUE,
PILI,B-01,PILI_B-01,baby,0.1,22-Jan-14,,FALSE,TRUE,
PILI,B-02,PILI_B-02,baby,0.1,27-Jan-14,,FALSE,TRUE,
PILI,B-03,PILI_B-03,baby,0.1,27-Jan-14,,FALSE,TRUE,
PILI,B-04,PILI_B-04,baby,0.1,27-Jan-14,,FALSE,TRUE,
PILI,B-05,PILI_B-05,baby,0.1,27-Jan-14,,FALSE,TRUE,
PILI,B-06,PILI_B-06,baby,0.1,27-Jan-14,,FALSE,TRUE,
PUTU,151,PUTU_151,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PUTU,152,PUTU_152,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PUTU,153,PUTU_153,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PUTU,154,PUTU_154,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PUTU,155,PUTU_155,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PUTU,156,PUTU_156,Waratah2011,2.4,14-Jun-13,,TRUE,TRUE,
PUTU,157,PUTU_157,Waratah2011,2.4,18-Jun-13,,TRUE,TRUE,
PUTU,301,PUTU_301,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
PUTU,302,PUTU_302,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
PUTU,303,PUTU_303,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
PUTU,304,PUTU_304,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
PUTU,305,PUTU_305,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
PUTU,307,PUTU_307,Wilunga2012,1.35,18-Jun-13,,TRUE,TRUE,
PUTU,308,PUTU_308,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PUTU,309,PUTU_309,Wilunga2012,1.35,27-Jun-13,,TRUE,TRUE,
PUTU,B-01,PUTU_B-01,baby,0.1,28-Jun-13,,FALSE,TRUE,
PUTU,B-02,PUTU_B-02,baby,0.1,28-Jun-13,,FALSE,TRUE,
PUTU,B-03,PUTU_B-03,baby,0.1,28-Jun-13,,FALSE,TRUE,
PUTU,B-04,PUTU_B-04,baby,0.1,28-Jun-13,,FALSE,TRUE,
PUTU,B-05,PUTU_B-05,baby,0.1,28-Jun-13,,FALSE,TRUE,
BAER,201,BAER_201,Bobbin2010,3,10-May-12,,FALSE,FALSE,
BAER,202,BAER_202,Bobbin2010,3,10-May-12,,FALSE,FALSE,
BAER,203,BAER_203,Bobbin2010,3,10-May-12,,FALSE,FALSE,
BAER,203b,BAER_203b,Bobbin2010,3,10-May-12,,FALSE,FALSE,
BAER,204,BAER_204,Bobbin2010,3,10-May-12,,FALSE,FALSE,
BAER,205,BAER_205,Bobbin2010,3,10-May-12,,FALSE,FALSE,
BAER,206,BAER_206,Bobbin2010,3,10-May-12,,FALSE,FALSE,
BAER,207,BAER_207,Bobbin2010,3,25-May-12,,FALSE,FALSE,
BOLE,201,BOLE_201,Bobbin2010,3,25-May-12,,FALSE,FALSE,
BOLE,202,BOLE_202,Bobbin2010,3,25-May-12,,FALSE,FALSE,
BOLE,203,BOLE_203,Bobbin2010,3,25-May-12,,FALSE,FALSE,
BOLE,204,BOLE_204,Bobbin2010,3,25-May-12,,FALSE,FALSE,
BOLE,205,BOLE_205,Bobbin2010,3,25-May-12,,FALSE,FALSE,
BOLE,206,BOLE_206,Bobbin2010,3,25-May-12,,FALSE,FALSE,
BOLE,207,BOLE_207,Bobbin2010,3,25-May-12,,FALSE,FALSE,
EPMI,207,EPMI_L207,Bobbin2010,3,25-May-12,,FALSE,FALSE,
EPMI,208,EPMI_L208,Bobbin2010,3,26-Jun-12,,FALSE,FALSE,
EPMI,209,EPMI_L209,Bobbin2010,3,26-Jun-12,,FALSE,FALSE,
GRBU,202,GRBU_202,Bobbin2010,3,10-May-12,,FALSE,FALSE,
GRBU,203,GRBU_203,Bobbin2010,3,10-May-12,,FALSE,FALSE,
GRBU,204,GRBU_204,Bobbin2010,3,10-May-12,,FALSE,FALSE,
GRBU,205,GRBU_205,Bobbin2010,3,10-May-12,,FALSE,FALSE,
GRBU,206,GRBU_206,Bobbin2010,3,25-May-12,,FALSE,FALSE,
GRBU,207,GRBU_207,Bobbin2010,3,26-Jun-12,,FALSE,FALSE,
GRBU,208,GRBU_208,Bobbin2010,3,26-Jun-12,,FALSE,FALSE,
GRSP,201,GRSP_201,Bobbin2010,3,10-May-12,,FALSE,FALSE,
GRSP,201b,GRSP_201b_ex_GRBU,Bobbin2010,3,10-May-12,,FALSE,FALSE,
GRSP,203,GRSP_203,Bobbin2010,3,10-May-12,,FALSE,FALSE,
GRSP,204,GRSP_204,Bobbin2010,3,10-May-12,,FALSE,FALSE,
GRSP,205,GRSP_205,Bobbin2010,3,10-May-12,,FALSE,FALSE,
GRSP,206,GRSP_206,Bobbin2010,3,25-May-12,,FALSE,FALSE,
GRSP,207,GRSP_207,Bobbin2010,3,25-May-12,,FALSE,FALSE,
GRSP,208,GRSP_208,Bobbin2010,3,25-May-12,,FALSE,FALSE,
HEPU,201,HEPU_201,Bobbin2010,3,10-May-12,,FALSE,FALSE,
HEPU,202,HEPU_202,Bobbin2010,3,10-May-12,,FALSE,FALSE,
HEPU,203,HEPU_203,Bobbin2010,3,10-May-12,,FALSE,FALSE,
HEPU,205,HEPU_205,Bobbin2010,3,25-May-12,,FALSE,FALSE,
HEPU,206,HEPU_206,Bobbin2010,3,25-May-12,,FALSE,FALSE,
HEPU,207,HEPU_207,Bobbin2010,3,25-May-12,,FALSE,FALSE,
HEPU,204,HEPU_C204,Bobbin2010,3,10-May-12,,FALSE,FALSE,
HEPU,205,HEPU_C205,Bobbin2010,3,10-May-12,,FALSE,FALSE,
LEES,201,LEES_201,Bobbin2010,3,10-May-12,,FALSE,FALSE,
LEES,202,LEES_202,Bobbin2010,3,10-May-12,,FALSE,FALSE,
LEES,204,LEES_204,Bobbin2010,3,10-May-12,,FALSE,FALSE,
LEES,205,LEES_205,Bobbin2010,3,10-May-12,,FALSE,FALSE,
LEES,206,LEES_206,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PEPU,201,PEPU_201,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PEPU,202,PEPU_202,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PEPU,203,PEPU_203,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PEPU,204,PEPU_204,Bobbin2010,3,25-May-12,,FALSE,FALSE,
PEPU,205,PEPU_205,Bobbin2010,3,25-May-12,,FALSE,FALSE,
PEPU,206,PEPU_206,Bobbin2010,3,25-May-12,,FALSE,FALSE,
PEPU,208,PEPU_208,Bobbin2010,3,16-Oct-12,,FALSE,FALSE,
PHPH,201,PHPH_201,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PHPH,202,PHPH_202,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PHPH,203,PHPH_203,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PHPH,204,PHPH_204,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PHPH,205,PHPH_205,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PHPH,206,PHPH_206,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PHPH,207,PHPH_207,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PILI,201,PILI_201,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PILI,202,PILI_202,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PILI,203,PILI_203,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PILI,204,PILI_204,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PILI,205,PILI_205,Bobbin2010,3,25-May-12,,FALSE,FALSE,
PILI,206,PILI_206,Bobbin2010,3,25-May-12,,FALSE,FALSE,
PILI,207,PILI_207,Bobbin2010,3,25-May-12,,FALSE,FALSE,
PUTU,201,PUTU_201,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PUTU,202,PUTU_202,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PUTU,203,PUTU_203,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PUTU,204,PUTU_204,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PUTU,205,PUTU_205,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PUTU,206,PUTU_206,Bobbin2010,3,10-May-12,,FALSE,FALSE,
PUTU,207,PUTU_207,Bobbin2010,3,10-May-12,,FALSE,FALSE,
GRBU,103,GRBU_103,Waratah2011,1.4,13-Jun-12,,FALSE,FALSE,
GRBU,105,GRBU_105,Waratah2011,1.4,13-Jun-12,,FALSE,FALSE,
GRBU,107,GRBU_107,Waratah2011,1.4,13-Jun-12,,FALSE,FALSE,
PEPU,101,PEPU_101,Waratah2011,1.4,15-Jun-12,,FALSE,FALSE,
COER,101,COER_101,Waratah2011,1.4,,,FALSE,FALSE,DEAD
COER,151,COER_151,Waratah2011,2.4,,,FALSE,FALSE,wrong species
COER,155,COER_155,Waratah2011,2.4,,,FALSE,FALSE,DEAD
GRBU,154,GRBU_154,Waratah2011,2.4,,,FALSE,FALSE,DEAD
GRSP,113,GRSP_113,Waratah2011,1.4,,,FALSE,FALSE,"same as GRBU_103, not harvested"
GRSP,115,GRSP_115,Waratah2011,1.4,,,FALSE,FALSE,"same as GRBU_105, not harvested"
GRSP,117,GRSP_117,Waratah2011,1.4,,,FALSE,FALSE,"same as GRBU_107, not harvested"
LEES,154,LEES_154,Waratah2011,2.4,,,FALSE,FALSE,wrong species
PELA,111,PELA_111,Waratah2011,1.4,,,FALSE,FALSE,plant missing
PELA,121,PELA_121,Waratah2011,1.4,,,FALSE,FALSE,DEAD
PHPH,151,PHPH_151,Waratah2011,2.4,,,FALSE,FALSE,wrong species
PHPH,152,PHPH_152,Waratah2011,2.4,,,FALSE,FALSE,wrong species
PHPH,153,PHPH_153,Waratah2011,2.4,,,FALSE,FALSE,wrong species
PHPH,154,PHPH_154,Waratah2011,2.4,,,FALSE,FALSE,wrong species
PHPH,155,PHPH_155,Waratah2011,2.4,,,FALSE,FALSE,wrong species
PHPH,156,PHPH_156,Waratah2011,2.4,,,FALSE,FALSE,wrong species
PHPH,157,PHPH_157,Waratah2011,2.4,,,FALSE,FALSE,wrong species
PHPH,157B,PHPH_157B,Waratah2011,2.4,,,FALSE,FALSE,wrong species
PHPH,158,PHPH_158,Waratah2011,2.4,,,FALSE,FALSE,wrong species
PILI,156,PILI_156,Waratah2011,2.4,,,FALSE,FALSE,DEAD
PILI,157,PILI_157,Waratah2011,2.4,,,FALSE,FALSE,plant missing
