"","species","age","age2","replicate","site","tag_ID","d_start","d_end","length_start","new_length","segment","lvs_start_length","lvs_start_count","lvs_end_length","lvs_end_count","lvs_new_length","lvs_new_count","new_but_shed_count","mm_lvs_spec","count_lvs_spec","notes","dont_use","count_per_length","lvs_start","lvs_end","lvs_new","LL_death","LL_bd","LL_birth"
"516","PILI",7,7,"5","Basin2005","PILI_005",78,90,28,12,"N/A - bn 2&3",0,23,0,8,0,30,0,NA,NA,"","",0.40492890732736,23,8,30,1.53333333333333,0.766666666666667,0.766666666666667
"517","PILI",7,7,"6","Basin2005","PILI_006",95,120,95,15,"N/A - bn 2&3",0,30,0,0,0,27,0,NA,NA,"52 mm nipped off end of main branch before new growth","",0.40492890732736,30,0,27,1,0.689655172413793,1.11111111111111
"518","PILI",7,7,"7","Basin2005","PILI_007",79,98,50,35,"N/A - bn 1&2",0,22,0,0,0,33,0,NA,NA,"","",0.40492890732736,22,0,33,1,0.571428571428571,0.666666666666667
"519","PILI",1.4,1.4,"102","Waratah2011","PILI_102",28,82.67,34,33,"1",0,22,0,0,0,19,0,NA,NA,"","",0.40492890732736,22,0,19,1,0.698412698412698,1.15789473684211
"520","PILI",1.4,1.4,"105","Waratah2011","PILI_105",32,105,52,53,"N/A - side branch",0,40,0,24,0,34,0,NA,NA,"","",0.40492890732736,40,24,34,2.5,1.21212121212121,1.17647058823529
"521","PILI",1.4,1.4,"107","Waratah2011","PILI_107",30,74,26,194,"3",0,8,0,0,0,74,0,NA,NA,"","",0.40492890732736,8,0,74,1,0.177777777777778,0.108108108108108
"522","PILI",1.4,1.4,"108","Waratah2011","PILI_108",34,66.33333333,34,150,"1",0,30,0,0,0,64,0,NA,NA,"","",0.40492890732736,30,0,64,1,0.483870967741935,0.46875
"523","PILI",1.4,1.4,"109","Waratah2011","PILI_109",62,130,62,283,"1",0,46,0,20,0,104,0,NA,NA,"","",0.40492890732736,46,20,104,1.76923076923077,0.58974358974359,0.442307692307692
"524","PILI",1.4,1.4,"110","Waratah2011","PILI_110",39,71.33333333,52,69,"1",0,26,0,5,0,56,0,NA,NA,"","",0.40492890732736,26,5,56,1.23809523809524,0.530612244897959,0.464285714285714
"525","PILI",1.4,1.4,"111","Waratah2011","PILI_111",82,136,114,207,"N/A - bn 1&2",0,52,0,24,0,67,0,NA,NA,"","",0.40492890732736,52,24,67,1.85714285714286,0.845528455284553,0.776119402985075
"526","PILI",2.4,2.4,"151","Waratah2011","PILI_151",77,160,245,205,"1",0,104,0,8,0,77,0,NA,NA,"main stalk nipped to 176 mm and then new growth","",0.40492890732736,104,8,77,1.08333333333333,0.773234200743494,1.35064935064935
"527","PILI",2.4,2.4,"152","Waratah2011","PILI_152",133,183,236,201,"2",0,67,0,11,0,96,0,NA,NA,"","",0.40492890732736,67,11,96,1.19642857142857,0.644230769230769,0.697916666666667
"528","PILI",2.4,2.4,"153","Waratah2011","PILI_153",89.3,134,91,5,"1",0,73,0,6,0,6,0,NA,NA,"","",0.40492890732736,73,6,6,1.08955223880597,1.04285714285714,12.1666666666667
"529","PILI",2.4,2.4,"154","Waratah2011","PILI_154",83,128,124,168,"2",0,79,0,8,0,52,0,NA,NA,"","",0.40492890732736,79,8,52,1.11267605633803,0.814432989690722,1.51923076923077
"530","PILI",2.4,2.4,"155","Waratah2011","PILI_155",67.3,185.67,195,63,"1",0,106,0,0,0,33,0,NA,NA,"main stalk nipped to 42 mm and then new growth","",0.40492890732736,106,0,33,1,0.86530612244898,3.21212121212121
"531","PILI",2.4,2.4,"161","Waratah2011","PILI_161",106.6666667,139.6666667,177,70,"1",0,84,0,2,0,30,0,NA,NA,"","",0.40492890732736,84,2,30,1.02439024390244,0.865979381443299,2.8
"532","PILI",1.4,1.35,"303","Wilunga2012","PILI_303",32,142,17,140,"1",0,14,0,0,0,72,0,NA,NA,"","",0.40492890732736,14,0,72,1,0.28,0.194444444444444
"533","PILI",1.4,1.35,"304","Wilunga2012","PILI_304",35,68,25,67,"1",0,16,0,0,0,42,0,NA,NA,"","",0.40492890732736,16,0,42,1,0.432432432432432,0.380952380952381
"534","PILI",1.4,1.35,"305","Wilunga2012","PILI_305",43,202,42,504,"1",0,23,0,1,0,105,25,NA,NA,"","",0.40492890732736,23,1,105,1.04545454545455,0.308724832214765,0.219047619047619
"535","PILI",1.4,1.35,"306","Wilunga2012","PILI_306",48,196,37,388,"1",0,28,0,0,0,110,46,NA,NA,"","",0.40492890732736,28,0,110,1,0.337349397590361,0.254545454545455
"536","PILI",1.4,1.35,"310","Wilunga2012","PILI_310",79,296,45,294,"1",0,38,0,0,0,84,0,NA,NA,"haven't counted number shed, but 105 mm worth grown and mostly leaf free","",0.40492890732736,38,0,84,1,0.475,0.452380952380952
"537","PILI",1.4,1.35,"312","Wilunga2012","PILI_312",43,105,32,230,"1",0,24,0,0,0,76,0,NA,NA,"","",0.40492890732736,24,0,76,1,0.387096774193548,0.315789473684211
"538","PILI",1.4,1.35,"313","Wilunga2012","PILI_313",45,94,23,155,"1",0,16,0,0,0,74,6,NA,NA,"","",0.40492890732736,16,0,74,1,0.30188679245283,0.216216216216216
"539","PILI",1.4,1.35,"316","Wilunga2012","PILI_316",40,87.67,18,204,"1",0,14,0,0,0,32,0,NA,NA,"lots shed, but didn't count number; verify bag 3 has only 4 leaves","",0.40492890732736,14,0,32,1,0.466666666666667,0.4375
"540","PILI",5,5,"401","Basin2007","PILI_401",96,128,82,50,"2",0,22,0,0,0,70,0,NA,NA,"","",0.40492890732736,22,0,70,1,0.385964912280702,0.314285714285714
"541","PILI",5,5,"402","Basin2007","PILI_402",64,95,57,40,"3",129,5,0,36,0,32,0,40,32,"","",0.8,108.2,36,32,1.49861495844875,1.22675736961451,3.38125
"542","PILI",5,5,"403","Basin2007","PILI_403",141,147.333,153,10,"1",0,28,0,0,0,16,0,NA,NA,"nipped back to length of 115 mm","",0.40492890732736,28,0,16,1,0.777777777777778,1.75
"543","PILI",5,5,"404","Basin2007","PILI_404",88,121,99,18,"N/A - bn 2&3",0,34,0,16,0,20,0,NA,NA,"","",0.40492890732736,34,16,20,1.88888888888889,1.21428571428571,1.7
"544","PILI",5,5,"405","Basin2007","PILI_405",124,131,188,62,"2",0,8,0,0,0,37,0,NA,NA,"","",0.40492890732736,8,0,37,1,0.30188679245283,0.216216216216216
"545","PILI",5,5,"406","Basin2007","PILI_406",72,92,51,50,"3",0,53,0,0,0,28,0,NA,NA,"","",0.40492890732736,53,0,28,1,0.791044776119403,1.89285714285714
"546","PILI",5,5,"407","Basin2007","PILI_407",78,130,76,108,"N/A - bn 2&3",0,64,0,30,0,76,0,80,72,"","",0.9,64,30,76,1.88235294117647,0.888888888888889,0.842105263157895
"547","PILI",9,9,"803","Waratah2003","PILI_803",57,80,42,8,"2",0,32,0,10,0,12,0,NA,NA,"","",0.40492890732736,32,10,12,1.45454545454545,1.14285714285714,2.66666666666667
"548","PILI",9,9,"804","Waratah2003","PILI_804",72.67,82,428,10,"1",0,18,0,5,0,13,0,NA,NA,"","",0.40492890732736,18,5,13,1.38461538461538,0.923076923076923,1.38461538461538
"549","PILI",9,9,"805","Waratah2003","PILI_805",95,114,199,14,"N/A - bn 1&2",0,8,0,0,0,25,0,NA,NA,"","",0.40492890732736,8,0,25,1,0.390243902439024,0.32
"550","PILI",32,32,"902","Basin1981","PILI_902",84,100,198,84,"N/A - bn 2&3",0,78,0,16,0,42,0,NA,NA,"","",0.40492890732736,78,16,42,1.25806451612903,0.939759036144578,1.85714285714286
"551","PILI",32,32,"903","Basin1981","PILI_903",67,82,90,52,"2",0,45,0,16,0,35,0,NA,NA,"","",0.40492890732736,45,16,35,1.55172413793103,0.967741935483871,1.28571428571429
"552","PUTU",7,7,"1","Basin2005","PUTU_001",102,226,172,125,"2",267,0,102,0,125,0,0,NA,NA,"","",1.27783004793439,341.180622798482,130.338664889308,159.728755991799,1.61818181818182,1.17362637362637,2.136
"553","PUTU",7,7,"2","Basin2005","PUTU_002",164,187,163,58,"2",128,0,0,5,30,0,0,NA,NA,"","",1.27783004793439,163.562246135602,5,38.3349014380317,1.03153335754164,0.920286530783852,4.26666666666667
"554","PUTU",7,7,"3","Basin2005","PUTU_003",261,297,420,47,"2",320,0,160,0,47,0,0,NA,NA,"","",1.27783004793439,408.905615339005,204.452807669502,60.0580122529163,2,1.74386920980926,6.80851063829787
"555","PUTU",7,7,"4","Basin2005","PUTU_004",116,137,123,67,"3",173,0,63,0,67,0,0,NA,NA,"","",1.27783004793439,221.064598292649,80.5032930198665,85.6146132116041,1.57272727272727,1.20557491289199,2.58208955223881
"556","PUTU",7,7,"5","Basin2005","PUTU_005",84,124,32,45,"3",142,12,85,0,45,0,0,NA,NA,"","",1.27783004793439,193.451866806683,108.615554074423,57.5023521570475,2.28029555477274,1.70310893243655,3.36424267094913
"557","PUTU",7,7,"6","Basin2005","PUTU_006",110,129,123,52,"2",50,28,50,20,52,0,0,NA,NA,"","",1.27783004793439,91.8915023967195,83.8915023967195,66.4471624925883,11.4864377995899,2.22910042307351,1.38292590608319
"558","PUTU",7,7,"7","Basin2005","PUTU_007",133,141,98,28,"3",92,4,67,0,28,0,0,NA,NA,"","",1.27783004793439,121.560364409964,85.6146132116041,35.7792413421629,3.381772820358,2.25800175960084,3.39751095467513
"559","PUTU",1.4,1.4,"101","Waratah2011","PUTU_101",114,226,116,245,"2",116,0,0,20,245,0,0,NA,NA,"","",1.27783004793439,148.228285560389,20,313.068361743925,1.15597182721889,0.520533086461387,0.473469387755102
"560","PUTU",1.4,1.4,"102","Waratah2011","PUTU_102",93,131,70,87,"1.2",70,0,0,0,87,0,0,NA,NA,"","",1.27783004793439,89.4481033554073,0,111.171214170292,1,0.616740088105727,0.804597701149425
"561","PUTU",1.4,1.4,"103","Waratah2011","PUTU_103",48,140.6666667,27,113,"1",27,0,0,0,90,0,0,NA,NA,"","",1.27783004793439,34.5014112942285,0,115.004704314095,1,0.375,0.3
"562","PUTU",1.4,1.4,"105","Waratah2011","PUTU_105",91,220,78,227,"2",78,0,18,0,227,0,0,NA,NA,"","",1.27783004793439,99.6707437388824,23.000940862819,290.067420881106,1.3,0.449567723342939,0.343612334801762
"563","PUTU",1.4,1.4,"106","Waratah2011","PUTU_106",139,217,103,115,"2",103,0,27,18,115,0,0,NA,NA,"","",1.27783004793439,131.616494937242,52.5014112942285,146.950455512455,1.66360811209058,0.862548177078409,0.895652173913044
"564","PUTU",1.4,1.4,"107","Waratah2011","PUTU_107",73,213,27,195,"2",27,0,0,0,139,18,0,NA,NA,"","",1.27783004793439,34.5014112942285,0,195.61837666288,1,0.260760750777636,0.176371013208471
"565","PUTU",1.4,1.4,"109","Waratah2011","PUTU_109",71,148.3333333,57,158,"1",50,0,12,0,158,0,0,NA,NA,"","",1.27783004793439,63.8915023967195,15.3339605752127,201.897147573634,1.31578947368421,0.427350427350427,0.316455696202532
"566","PUTU",2.4,2.4,"151","Waratah2011","PUTU_151",115,177,102,85,"2",162,0,70,16,85,0,0,NA,NA,"","",1.27783004793439,207.008467765371,105.448103355407,108.615554074423,2.0382800806991,1.32809993012926,1.90588235294118
"567","PUTU",2.4,2.4,"152","Waratah2011","PUTU_152",186,258,233,104,"2",203,3,0,17,96,0,0,NA,NA,"stems nipped back 65 mm at tip.","",1.27783004793439,262.399499730681,17,122.671684601701,1.06927479484945,0.855458969914549,2.13903885466852
"568","PUTU",2.4,2.4,"153","Waratah2011","PUTU_153",190,297,303,175,"2",225,0,95,0,175,0,0,NA,NA,"","",1.27783004793439,287.511760785238,121.393854553767,223.620258388518,1.73076923076923,1.03448275862069,1.28571428571429
"569","PUTU",2.4,2.4,"154","Waratah2011","PUTU_154",123,142,142,105,"3",272,0,200,20,105,0,0,NA,NA,"","",1.27783004793439,347.569773038154,275.566009586878,134.172155033111,4.82710564529519,2.49888683903621,2.59047619047619
"570","PUTU",2.4,2.4,"155","Waratah2011","PUTU_155",177,261.6666667,288,278,"1",248,0,120,0,163,0,0,NA,NA,"","",1.27783004793439,316.901851887729,153.339605752127,208.286297813306,1.9375,1.18377088305489,1.52147239263804
"571","PUTU",2.4,2.4,"156","Waratah2011","PUTU_156",172,207,270,141,"2",235,0,165,0,141,0,0,NA,NA,"","",1.27783004793439,300.290061264582,210.841957909174,180.174036758749,3.35714285714286,1.67259786476868,1.66666666666667
"572","PUTU",2.4,2.4,"157","Waratah2011","PUTU_157",142,202,145,230,"2",205,0,50,0,180,0,0,NA,NA,"","",1.27783004793439,261.95515982655,63.8915023967195,230.00940862819,1.32258064516129,0.836734693877551,1.13888888888889
"573","PUTU",1.4,1.35,"301","Wilunga2012","PUTU_301",80.67,191.67,60,191,"1",55,0,0,0,155,0,0,NA,NA,"","",1.27783004793439,70.2806526363914,0,198.06365742983,1,0.415094339622641,0.354838709677419
"574","PUTU",1.4,1.35,"302","Wilunga2012","PUTU_302",69.5,194,22,135,"1",0,17,0,1,130,0,0,NA,NA,"","",1.27783004793439,17,1,166.117906231471,1.0625,0.171614977397733,0.102336950818005
"575","PUTU",1.4,1.35,"303","Wilunga2012","PUTU_303",89.67,416,60,278,"1",58,0,0,0,247,0,0,NA,NA,"","",1.27783004793439,74.1141427801946,0,315.624021839794,1,0.319559228650138,0.234817813765182
"576","PUTU",1.4,1.35,"304","Wilunga2012","PUTU_304",169.67,411.67,63,102,"1",63,0,0,0,30,0,72,NA,NA,"","",1.27783004793439,80.5032930198665,0,38.3349014380317,1,0.807692307692308,2.1
"577","PUTU",1.4,1.35,"305","Wilunga2012","PUTU_305",113,212,77,167,"1",70,0,0,7,129,0,47,NA,NA,"","",1.27783004793439,89.4481033554073,7,164.840076183536,1.08490189240406,0.542543286836693,0.542635658914729
"578","PUTU",1.4,1.35,"307","Wilunga2012","PUTU_307",80,458,52,333,"1",52,0,0,0,210,23,100,NA,NA,"","",1.27783004793439,66.4471624925883,0,291.344310066222,1,0.313253706770662,0.228070911964902
"579","PUTU",1.4,1.35,"308","Wilunga2012","PUTU_308",64.33,252.33,15,215,"1",13,0,0,0,120,0,95,NA,NA,"","",1.27783004793439,16.6117906231471,0,153.339605752127,1,0.178082191780822,0.108333333333333
"580","PUTU",1.4,1.35,"309","Wilunga2012","PUTU_309",64,155.667,18,106,"1",13,0,0,0,67,0,39,NA,NA,"","",1.27783004793439,16.6117906231471,0,85.6146132116041,1,0.279569892473118,0.194029850746269
"581","PUTU",5,5,"401","Basin2007","PUTU_401",140,150,129,57,"N/A - bn 1&2",94,8,20,6,47,0,0,NA,NA,"","",1.27783004793439,128.116024505833,31.5566009586878,60.0580122529163,1.32681016310418,1.01206741276567,2.13320454174058
"582","PUTU",5,5,"402","Basin2007","PUTU_402",108,156,86,40,"2",146,0,45,5,40,0,0,NA,NA,"","",1.27783004793439,186.563186998421,62.5023521570475,51.1132019173756,1.50380405900834,1.24693479741045,3.65
"583","PUTU",5,5,"403","Basin2007","PUTU_403",92,170,93,100,"3",168,0,73,1,100,0,0,NA,NA,"","",1.27783004793439,214.675448052977,94.2815934992104,127.783004793439,1.7831096848644,1.16490779085967,1.68
"584","PUTU",5,5,"404","Basin2007","PUTU_404",83,116,65,78,"3",65,2,32,0,78,0,0,NA,NA,"","",1.27783004793439,85.0589531157353,40.8905615339005,99.6707437388824,1.92578787837766,0.90484625288245,0.853399402121177
"585","PUTU",5,5,"405","Basin2007","PUTU_405",133,164,120,90,"3",105,0,70,0,90,0,0,NA,NA,"","",1.27783004793439,134.172155033111,89.4481033554073,115.004704314095,3,1.3125,1.16666666666667
"586","PUTU",5,5,"406","Basin2007","PUTU_406",88,115,57,60,"3",95,0,20,0,60,0,0,NA,NA,"","",1.27783004793439,121.393854553767,25.5566009586878,76.6698028760634,1.26666666666667,0.904761904761905,1.58333333333333
"587","PUTU",5,5,"407","Basin2007","PUTU_407",93,149,82,94,"3",144,7,56,0,94,0,0,NA,NA,"","",1.27783004793439,191.007526902552,71.5584826843258,120.116024505833,1.59907120356353,1.06406695456709,1.59019188062853
"588","PUTU",9,9,"801","Waratah2003","PUTU_801",164,211,225,110,"3",225,0,80,0,95,0,0,NA,NA,"","",1.27783004793439,287.511760785238,102.226403834751,121.393854553767,1.55172413793103,1.16883116883117,2.36842105263158
"589","PUTU",9,9,"802","Waratah2003","PUTU_802",128,158,161,52,"2",63,0,15,0,47,0,0,NA,NA,"","",1.27783004793439,80.5032930198665,19.1674507190158,60.0580122529163,1.3125,0.881118881118881,1.34042553191489
"590","PUTU",9,9,"803","Waratah2003","PUTU_803",92,119,90,25,"3",60,0,5,0,25,0,0,NA,NA,"","",1.27783004793439,76.6698028760634,6.38915023967195,31.9457511983597,1.09090909090909,0.888888888888889,2.4
"591","PUTU",9,9,"804","Waratah2003","PUTU_804",108,131,83,32,"4",60,8,18,0,32,0,0,NA,NA,"","",1.27783004793439,84.6698028760634,23.000940862819,40.8905615339005,1.37297495221947,1.03112326341529,2.07064417068148
"592","PUTU",9,9,"805","Waratah2003","PUTU_805",108,121,77,35,"4",57,0,20,0,35,0,0,NA,NA,"","",1.27783004793439,72.8363127322602,25.5566009586878,44.7240516777036,1.54054054054054,1.04587155963303,1.62857142857143
"593","PUTU",9,9,"806","Waratah2003","PUTU_806",128,133,124,61,"4",214,0,79,0,61,0,0,NA,NA,"","",1.27783004793439,273.455630257959,100.948573786817,77.9476329239978,1.58518518518519,1.29305135951662,3.50819672131148
"594","PUTU",9,9,"807","Waratah2003","PUTU_807",104,141,126,55,"4",181,0,50,2,55,0,0,NA,NA,"","",1.27783004793439,231.287238676125,65.8915023967195,70.2806526363914,1.39838694684008,1.15334486815087,3.29090909090909
"595","PUTU",32,32,"902","Basin1981","PUTU_902",194,213,325,40,"N/A - bn 3&4",165,0,50,12,40,0,0,NA,NA,"","",1.27783004793439,210.841957909174,75.8915023967195,51.1132019173756,1.56236566307637,1.31359930550518,4.125
"596","PUTU",32,32,"903","Basin1981","PUTU_903",152,188,125,59,"3",115,18,15,0,59,0,0,NA,NA,"","",1.27783004793439,164.950455512455,19.1674507190158,75.391972828129,1.13147932261497,0.899015491784048,2.18790475066215
"597","PUTU",32,32,"905","Basin1981","PUTU_905",162,185,385,40,"3",135,0,30,0,40,0,0,NA,NA,"","",1.27783004793439,172.507056471143,38.3349014380317,51.1132019173756,1.28571428571429,1.08,3.375
"598","PUTU",32,32,"906","Basin1981","PUTU_906",128,143,178,52,"3",150,0,40,0,52,0,0,NA,NA,"","",1.27783004793439,191.674507190158,51.1132019173756,66.4471624925883,1.36363636363636,1.10294117647059,2.88461538461538
"599","PUTU",32,32,"907","Basin1981","PUTU_907",83,86,32,12,"N/A - side branch",20,0,0,6,12,0,0,NA,NA,"","",1.27783004793439,25.5566009586878,6,15.3339605752127,1.30680178077339,0.938767046388018,1.66666666666667
"600","PUTU",32,32,"908","Basin1981","PUTU_908",127,139,245,35,"3",10,0,10,0,35,0,0,NA,NA,"","",1.27783004793439,12.7783004793439,12.7783004793439,44.7240516777036,NA,0.571428571428571,0.285714285714286
